id,Brand_Name,Color,Occasion,Size,Width,Model_Name,Market_Price,Lenskart_Price,Offer_Name,Quantity,Suited_For,Search_Product Name,Classification,Average_Ratings,Total_No_of_Ratings,Purchase_Count,Wishlist_Count
206851,Aquacolor,No color available,Any occasion,No size,,Aquacolor Bahama Blue Zero Power Monthly,1299,549,No offer,49996,Any age group,Aquacolor Bahama Blue Premium Zero Power Monthly 2LP,contact_lens,0.0,0,391,0
208279,LENSKART BLU READERS,Pink,Any occasion,Medium,139 mm,LR E15615,1000,1000,,111,,Light Pink Full Rim Wayfarer Eyeglasses,non_power_reading,3.1,19,77,0
208623,Vincent Chase Polarized,Silver,Any occasion,Wide,142 mm,VC S13110,2000,2000,VCSUN,245,,Silver Aviator Full Rim Sunglasses,sunglasses,4.6,40,310,0
209182,Vincent Chase,Orange,Any occasion,Narrow,132 mm,VC E15725,1700,1700,VCEYE,13,Any age group,Orange Transparent Full Rim Rectangle Eyeglasses,eyeframe,0.0,0,3176,0
209841,Lenskart Boost,Yellow,Sports,Wide,143 mm,LKB S15365,2000,2000,,505,,Yellow Black Sports Full Rim Sunglasses,sunglasses,0.0,0,80,0
209945,John Jacobs,Transparent,Any occasion,Wide,138 mm,JJ E11724,6000,5000,,182,Any age group,No search keywords,non_power_reading,0.0,0,25,0
210946,Lenskart Blu,Pink,Any occasion,Narrow,131 mm,LB E16061,2000,2000,LKBLUCE,425,Any age group,No search keywords,non_power_reading,0.0,0,707,0
212015,Hooper Computer Glasses,Blue,Any occasion,8-12 yrs,129 mm,LK D16258,2000,2000,HOOPEREYE,234,8-12 yrs,No search keywords,non_power_reading,0.0,0,21,0
213265,Vincent Chase Polarized,Gold,Any occasion,Extra Narrow,126 mm,VC S16550,2000,2000,VCSUN,1186,Any age group,No search keywords,sunglasses,0.0,0,91,0
217545,Lenskart STUDIO,White,,Extra Wide,142 mm,LK E17009,2000,2000,VCEYE,275,,White Full Rim Rectangle Eyeglasses,eyeframe,0.0,0,27,0
217544,Lenskart STUDIO,Green,Any occasion,Wide,140 mm,LK E17008,2000,2000,No offer,277,Any age group,No search keywords,eyeframe,0.0,0,23,0
218223,Lenskart Hustlr,Pink,,Narrow,134 mm,LA E15417-N,1700,1700,VCEYE,748,,Peyush Bansal Shark Tank Dusty Rose Full Rim Wayfarer,non_power_reading,0.0,0,30,0
218224,Lenskart Hustlr,Pink,,Extra Wide,144 mm,LA E15417-XW,1700,1700,Lenskart Hustlr,895,,Peyush Bansal Shark Tank Dusty Rose Full Rim Wayfarer,eyeframe,0.0,0,20,0
128939,Lenskart READERS,Transparent,,Wide,139 mm,VC E11335,500,500,VCEYE,32,,Transparent Rimless Rectangle Eyeglasses,non_power_reading,4.2,170,298,45
134167,Vincent Chase Online,Tortoise,Any occasion,Extra Narrow,129 mm,VC E11801,1700,1700,VCEYE,256,Any age group,Tortoise Full Rim Rectangle Eyeglasses,eyeframe,4.55,221,31,15
138539,Vincent Chase Polarized,Black,Any occasion,Wide,141 mm,VC S12585,1500,1500,VCSUN,1045,Any age group,Matte Black Round Full Rim Sunglasses,sunglasses,4.4,34,4252,1276
141723,John Jacobs Computer Glasses,Transparent,Any occasion,Wide,138 mm,JJ E11083,4000,4000,JJCE,182,Any age group,No search keywords,eyeframe,4.45,76,402,2252
141733,John Jacobs Computer Glasses,Pink,Any occasion,Narrow,132 mm,JJ E10334,4000,4000,JJCE,241,Any age group,No search keywords,eyeframe,4.45,159,441,2111
141821,John Jacobs Computer Glasses,Black,Any occasion,Medium,137 mm,JJ E12543,4000,4000,JJCE,321,Any age group,No search keywords,eyeframe,4.4,64,443,1718
141845,John Jacobs Computer Glasses,Dual Color,Any occasion,Medium,134 mm,JJ E11723,4000,4000,JJCE,1918,Any age group,No search keywords,eyeframe,4.45,101,250,924
142690,Hooper online,Yellow,Any occasion,8-12 yrs,124 mm,LKJ E10011,1000,1000,LKJEYE,227,8-12 yrs,Yellow Full Rim Oval Eyeglasses,eyeframe,4.0,2,975,220
143702,John Jacobs,Gold,Any occasion,Wide,140 mm,JJ E13495,5000,5000,JJEYE,3,Any age group,Golden Full Rim Square Eyeglasses,eyeframe,4.85,16,1123,592
145865,New Balance,Blue,,Narrow,131 mm,NB E13650,5000,5000,NBEYE,12,,Blue Full Rim Round Eyeglasses,eyeframe,0.0,0,3126,699
148412,John Jacobs,Gold,Brunch,Medium,135 mm,JJ S12803M,3500,3500,JJSUN,38,Any age group,Gold Hexagonal Full Rim Sunglasses,sunglasses,4.5,2,887,92
148708,Lenskart Blu,Red,Any occasion,Wide,139 mm,LB E14059,1500,1500,LKBLUCE,144,Any age group,Red Full Rim Round Eyeglasses,non_power_reading,4.85,15,4832,1156
150694,John Jacobs,Copper,Any occasion,Extra Wide,144 mm,JJ E14382,3500,3500,JJEYE,440,Any age group,Copper Full Rim Round Eyeglasses,eyeframe,5.0,1,974,14
151879,Vincent Chase Polarized,Black,Vacation,Wide,142 mm,VC S14593,2000,2000,VCSUN,169,Any age group,Black Rectangle/ Square Full Rim Sunglasses,sunglasses,5.0,1,3964,324
152075,John Jacobs,Pink,Any occasion,Medium,135 mm,JJ E14645,3500,3500,JJEYE,335,Any age group,Pink Full Rim Round Eyeglasses,eyeframe,0.0,0,305,0
152426,Hooper Computer Glasses,White,Any occasion,5-8 yrs,124 mm,HP D10086L,1500,1500,HOOPERKIDSCE,30,5-8 yrs,White Full Rim Round Eyeglasses,non_power_reading,0.0,0,615,0
152721,John Jacobs,Grey,Vacation,Extra Wide,145 mm,JJ S14696,5000,5000,JJSUN,45,Any age group,Grey Transparent Round Full Rim Sunglasses,sunglasses,0.0,0,1990,0
152762,John Jacobs Online,Maroon,Any occasion,Extra Narrow,127 mm,JJ E13002,3500,3500,JJEYE,675,Any age group,Maroon Full Rim Round Eyeglasses,eyeframe,4.9,12,809,0
153003,OJOS,Brown Purple,Any occasion,Medium,134 mm,OJ E14713,1700,1700,VCEYE,3,Any age group,Brown Purple Full Rim Cat Eye Eyeglasses,eyeframe,0.0,0,401,0
153009,OJOS,Gold,Any occasion,Medium,137 mm,OJ E14715,1700,1700,,94,Any age group,Gold Full Rim Cat Eye Eyeglasses,eyeframe,0.0,0,258,0
201425,John Jacobs,Brown,Any occasion,Wide,140 mm,JJ E13553,3500,3500,JJEYE,96,Any age group,Brown Half Rim Square Eyeglasses,eyeframe,4.25,11,512,0
201690,John Jacobs,Purple,Party,Extra Wide,147 mm,JJ S14986,3500,3500,JJSUN,75,Any age group,Purple Round Full Rim Sunglasses,sunglasses,0.0,0,675,0
201689,John Jacobs,Black,Party,Extra Wide,147 mm,JJ S14986,3500,3500,JJSUN,61,Any age group,Black Round Full Rim Sunglasses,sunglasses,0.0,0,1146,0
205627,OJOS,Black,Any occasion,Extra Wide,154 mm,OJ S15224,2000,2000,VCSUN,34,,Silver Black Rectangle Full Rim Sunglasses,sunglasses,3.0,1,286,0
206362,John Jacobs,Gold Tortoise,Everyday,Medium,137 mm,JJ E15369,5000,5000,JJEYE,1,Any age group,Gold Brown Tortoise Full Rim Square Eyeglasses,eyeframe,0.0,0,681,0
208626,Vincent Chase Polarized,Silver,Any occasion,Wide,145 mm,VC S14495,2000,2000,VCSUN,327,,Silver Geometric Full Rim Sunglasses,sunglasses,4.45,27,205,0
208812,Vincent Chase,Black,Vacation,Extra Wide,148 mm,VC S15707,2000,2000,VCSUN,147,Any age group,Black Yellow Aviator Full Rim Sunglasses,sunglasses,0.0,0,179,0
209084,John Jacobs,Brown Transparent,Party,Extra Wide,158 mm,JJ E15686,3500,3500,JJEYE,17,Any age group,Brown Transparent Full Rim Square Eyeglasses,eyeframe,0.0,0,460,0
210942,Lenskart Blu,Blue,Any occasion,Narrow,131 mm,LB E16060,2000,2000,LKBLUCE,355,Any age group,No search keywords,non_power_reading,0.0,0,94,0
210950,Lenskart Blu,Black,Any occasion,Wide,139 mm,LB E16063,2000,2000,LKBLUCE,492,Any age group,No search keywords,non_power_reading,0.0,0,555,0
210954,Lenskart Blu,Tortoise,Any occasion,Wide,139 mm,LB E16064,2000,2000,LKBLUCE,300,Any age group,No search keywords,non_power_reading,0.0,0,113,0
215257,John Jacobs,Grey,,Wide,139 mm,JJ E16622,3500,3500,,1959,,John Jacobs Grey Full Rim Rectangle Eyeglasses,eyeframe,0.0,0,24,0
215444,Lenskart Air,Purple,Any occasion,Medium,134 mm,LA E15392,1700,1700,VCEYE,1130,Any age group,No search keywords,eyeframe,0.0,0,28,0
215592,John Jacobs,Silver,Any occasion,Extra Wide,148 mm,JJ S16674,5000,5000,JJSUN,1183,Any age group,No search keywords,sunglasses,0.0,0,16,0
131266,John Jacobs,Brown,Any occasion,Medium,134 mm,JJ E11730,3500,3500,JJBOGO,478,Any age group,Brown Tortoise Full Rim Wayfarer Eyeglasses,eyeframe,4.3,18,1930,944
142670,Hooper Computer Glasses,Blue,Any occasion,5-8 yrs,122 mm,LKJ E10009CE,1500,1500,KIDSCE,22,5-8 yrs,Blue Full Rim Rectangle Eyeglasses,non_power_reading,0.0,0,151,187
142692,Hooper online,Red,Any occasion,8-12 yrs,124 mm,LKJ E10011,1000,1000,LKJEYE,391,8-12 yrs,Red Full Rim Oval Eyeglasses,eyeframe,4.0,2,1897,282
144389,John Jacobs Computer Glasses,Black,Any occasion,Wide,138 mm,JJ E13099,4000,4000,JJCE,1078,Any age group,No search keywords,eyeframe,4.25,15,239,1280
144861,John Jacobs Computer Glasses,Silver,Any occasion,Narrow,130 mm,JJ E13020,4000,4000,JJCE,37,Any age group,No search keywords,eyeframe,5.0,4,365,3623
145595,Hooper online,Purple,Any occasion,8-12 yrs,125 mm,LKJ E10065,1000,1000,LKJEYE,66,8-12 yrs,Purple Transparent Full Rim Rectangle Eyeglasses,eyeframe,4.0,4,1417,318
146249,John Jacobs,Silver,Any occasion,Narrow,130 mm,JJ E13729,3500,3500,JJBOGO,293,Any age group,Silver Full Rim Oval Eyeglasses,eyeframe,5.0,1,661,653
146464,John Jacobs,Brown,Any occasion,Medium,137 mm,JJ E13741,5000,5000,JJBOGO,801,Any age group,Brown Full Rim Round Eyeglasses,eyeframe,0.0,0,845,754
147262,John Jacobs,Brown,Vacation,Medium,136 mm,JJ S13872,5000,5000,JJSUN,1230,Any age group,Matte Brown Square Full Rim Sunglasses,sunglasses,5.0,3,4426,1769
149145,John Jacobs,Rose Gold,Any occasion,Medium,135 mm,JJ E14125,3500,3500,JJBOGO,620,Any age group,Rose Gold Full Rim Hexagonal Eyeglasses,eyeframe,4.65,6,1606,173
149804,John Jacobs,Gold,Any occasion,Wide,138 mm,JJ E14261,3500,3500,JJEYE,245,Any age group,Gold Full Rim Hexagonal Eyeglasses,eyeframe,0.0,0,644,82
149887,Hooper online,Purple,Any occasion,5-8 yrs,120 mm,HP E10007,1000,1000,HOOPEREYE,28,5-8 yrs,Purple Full Rim Cat Eye Eyeglasses,eyeframe,5.0,1,619,141
150674,John Jacobs Online,Green,Any occasion,Medium,137 mm,JJ E14376,3500,3500,JJBOGO,23,Any age group,No search keywords,eyeframe,0.0,0,383,63
150687,John Jacobs,Gunmetal,Any occasion,Medium,136 mm,JJ E14380,3500,3500,JJEYE,814,Any age group,Gunmetal Full Rim Hexagonal Eyeglasses,eyeframe,0.0,0,661,13
152848,J&J Bubble Pop,No color available,,No size,,J&J Bubble Pop Pastel Purple Zero Power Monthly,495,199,,49996,,Johnson Johnson Bubble Pop Pastel Purple Color Contact Lens 2 LP,contact_lens,0.0,0,64,5
152965,John Jacobs,White,Any occasion,Extra Wide,145 mm,JJ E14735,3500,3500,JJEYE,425,Any age group,White Full Rim Round Eyeglasses,eyeframe,5.0,1,180,0
153017,OJOS,Gunmetal,Any occasion,Narrow,133 mm,OJ E14717,1700,1700,,151,Any age group,Gunmetal Green Full Rim Square Eyeglasses,eyeframe,4.0,3,332,0
153065,Vincent Chase,Gunmetal,Any occasion,Narrow,133 mm,VC E14717AF,1700,1700,VCEYE,104,,No search keywords,eyeframe,5.0,3,193,0
153090,John Jacobs,Orange,Any occasion,Extra Wide,143 mm,JJ E14756,3500,3500,JJEYE,774,Any age group,Orange Full Rim Square Eyeglasses,eyeframe,5.0,1,352,0
201428,John Jacobs,Gunmetal,Any occasion,Wide,139 mm,JJ E13554,3500,3500,JJEYE,149,,Gunmetal Half Rim Rectangle Eyeglasses,eyeframe,4.5,4,1304,0
201681,John Jacobs,Blue,Party,Extra Wide,152 mm,JJ S14983,3500,3500,JJSUN,14,Any age group,Blue Round Full Rim Sunglasses,sunglasses,4.0,2,1254,0
204158,Vincent Chase,Gunmetal,Any occasion,Medium,137 mm,VC E14967AF,1700,1700,VCEYE,159,Any age group,No search keywords,eyeframe,0.0,0,107,0
204228,Vincent Chase Polarized,Grey,Any occasion,Wide,143 mm,VC S15033,2000,2000,VCSUN,218,,Grey Transparent Aviator Full Rim Sunglasses,sunglasses,4.75,4,4279,0
205967,John Jacobs,Silver,Party,Extra Wide,143 mm,JJ E15286,6000,6000,JJEYE,3,Any age group,Silver Full Rim Round Eyeglasses,eyeframe,0.0,0,1287,0
205980,John Jacobs,Tortoise,Party,Medium,137 mm,JJ E15292,5000,5000,JJEYE,61,Any age group,Tortoise Full Rim Round Eyeglasses,eyeframe,0.0,0,661,0
205989,John Jacobs,Silver,Everyday,Narrow,133 mm,JJ E15296,6000,6000,JJEYE,137,,Silver Rimless Oval Eyeglasses,eyeframe,3.0,1,608,0
207934,Vincent Chase Polarized,Green,Any occasion,Medium,138 mm,VC S15214,1500,1500,VCSUN,34,Any age group,Green Wayfarer Full Rim Sunglasses,sunglasses,5.0,3,117,0
209812,Lenskart Boost,Black,Sports,Extra Wide,147 mm,LKB S15362,2000,2000,,409,,Black Sports Full Rim Sunglasses,sunglasses,0.0,0,89,0
211954,Lenskart Air,Greystone,Any occasion,Medium,137 mm,LA E15418,1700,1700,VCEYE,2466,Any age group,GreyStone Full Rim Round Eyeglasses,eyeframe,0.0,0,71,0
213099,Lenskart READERS,Brown,Any occasion,Medium,136 mm,LR E15859,500,500,No offer,810,Any age group,No search keywords,non_power_reading,0.0,0,22,0
213505,John Jacobs,Black,Any occasion,Wide,139 mm,JJ S16577,5000,5000,JJSUN,686,Any age group,No search keywords,sunglasses,0.0,0,20,0
215439,Lenskart Air,Pink,Any occasion,Medium,134 mm,LA E15303,1700,1700,VCEYE,710,Any age group,No search keywords,eyeframe,0.0,0,29,0
124489,Mask,Pink,Any occasion,Wide,141 mm,MS S10823,1500,1500,FCOE,163,Any age group,Pink Golden Round Full Rim Sunglasses,sunglasses,5.0,3,633,853
128961,Lenskart READERS,Blue,Any occasion,Wide,139 mm,VC E11335,500,500,VCEYE,52,,Transparent Rimless Rectangle Eyeglasses,non_power_reading,4.2,170,257,101
130524,John Jacobs Online,Blue,Any occasion,Medium,136 mm,JJ E11531,3500,3500,JJBOGO,46,Any age group,Blue Full Rim Cat Eye Eyeglasses,eyeframe,4.55,16,1895,1211
131779,John Jacobs Online,Red,Any occasion,Narrow,133 mm,JJ 2239,3500,3500,JJBOGO,377,Any age group,Red Full Rim Cat Eye Eyeglasses,eyeframe,4.4,175,1649,963
133726,Fallon Colby,Cream,Any occasion,Wide,138 mm,FC S12022,1500,1500,FCOE,15,Any age group,Cream Round Full Rim Sunglasses,sunglasses,4.0,10,437,1061
137511,John Jacobs,Black,Working,Extra Wide,143 mm,JJ S12971,5000,5000,JJSUN,881,,Black Aviator Full Rim Sunglasses,sunglasses,4.5,8,5546,2050
144391,John Jacobs Computer Glasses,Black,Any occasion,Wide,138 mm,JJ E13100,4000,4000,JJCE,1009,Any age group,No search keywords,eyeframe,4.5,36,295,2012
144416,John Jacobs Online,Silver,Any occasion,Wide,139 mm,JJ E13554,3500,3500,JJEYE,57,Any age group,Matte Silver Half Rim Rectangle Eyeglasses,eyeframe,4.5,4,2715,421
145156,John Jacobs,Brown,Any occasion,Medium,137 mm,JJ E13594,3500,3500,JJBOGO,191,Any age group,Brown Gold Full Rim Square Eyeglasses,eyeframe,4.65,3,1461,252
147409,John Jacobs,Gold,Any occasion,Extra Wide,143 mm,JJ E13893,3500,3500,JJBOGO,620,Any age group,Gold Full Rim Round Eyeglasses,eyeframe,5.0,7,1057,574
147412,John Jacobs,Pink,Any occasion,Extra Wide,143 mm,JJ E13893,5000,5000,JJBOGO,623,Any age group,Matte Pink Full Rim Round Eyeglasses,eyeframe,5.0,7,577,378
147664,John Jacobs,Gold,Vacation,Wide,138 mm,JJ S12504,3500,3500,JJSUN,14,Any age group,Gold Square Full Rim Sunglasses,sunglasses,4.8,42,1583,494
149886,Hooper online,Pink,Any occasion,5-8 yrs,120 mm,HP E10007,1000,1000,HOOPEREYE,95,5-8 yrs,Pink Full Rim Cat Eye Eyeglasses,eyeframe,5.0,1,955,177
150348,John Jacobs,Maroon,Any occasion,Medium,136 mm,JJ E14305,3500,3500,JJEYE,372,Any age group,Maroon Gold Full Rim Hexagonal Eyeglasses,eyeframe,0.0,0,826,0
150669,John Jacobs,Yellow,Any occasion,Wide,138 mm,JJ E14374,3500,3500,JJEYE,83,Any age group,Yellow Transparent Full Rim Wayfarer Eyeglasses,eyeframe,4.5,2,733,49
150793,OJOS,Blue,Any occasion,Medium,136 mm,OJ E14391,1700,1700,No offer,186,Any age group,Blue Black Full Rim Geometric Eyeglasses,eyeframe,0.0,0,185,0
152723,John Jacobs,Tortoise,Party,Extra Wide,146 mm,JJ S14697,5000,5000,JJSUN,26,Any age group,Black Tortoise Round Full Rim Sunglasses,sunglasses,5.0,1,997,0
152758,John Jacobs Online,Orange,Any occasion,Medium,135 mm,JJ E12543,3500,3500,JJBOGO,913,Any age group,Orange Full Rim Round Eyeglasses,eyeframe,4.4,64,737,0
152772,John Jacobs,Maroon,Any occasion,Medium,136 mm,JJ E13571,3500,3500,JJEYE,89,Any age group,Maroon Transparent Full Rim Cat Eye Eyeglasses,eyeframe,5.0,7,1842,0
152938,John Jacobs,Maroon,Any occasion,Extra Narrow,127 mm,JJ E14727,3500,3500,JJEYE,1117,Any age group,Maroon Transparent Full Rim Wayfarer Eyeglasses,eyeframe,0.0,0,143,0
153001,OJOS,Maroon,Any occasion,Wide,138 mm,OJ E14712,1700,1700,No offer,32,Any age group,Brown Maroon Full Rim Cat Eye Eyeglasses,eyeframe,0.0,0,370,0
153100,John Jacobs Online,Pink,Any occasion,Wide,140 mm,JJ E14759,3500,3500,JJEYE,902,Any age group,Pink Transparent Full Rim Round Eyeglasses,eyeframe,0.0,0,429,0
207021,John Jacobs,Black,Brunch,Extra Wide,149 mm,JJ S15450,5000,5000,JJSUN,66,,Black Aviator Rimless Sunglasses,sunglasses,0.0,0,142,0
207931,Vincent Chase Polarized,Green,Vacation,Extra Wide,146 mm,VC S15212,1500,1500,VCSUN,66,Any age group,Green Wayfarer Full Rim Sunglasses,sunglasses,5.0,7,118,0
207936,Vincent Chase Online,Brown,Vacation,Medium,139 mm,VC S15215,1500,1500,VCSUN,423,Any age group,Brown Round Full Rim Sunglasses,sunglasses,5.0,2,134,0
208116,John Jacobs,Black,Any occasion,Medium,136 mm,JJ E15550,5000,5000,JJEYE,1,Any age group,Black Full Rim Square Eyeglasses,eyeframe,3.5,4,1701,0
208902,Vincent Chase Polarized,Brown,Vacation,Wide,144 mm,VC S10802,2000,2000,VCSUN,145,,Brown Rectangle Full Rim Sunglasses,sunglasses,4.45,106,193,0
210931,Lenskart Blu,Blue,Any occasion,Narrow,133 mm,LB E16056,2000,2000,LKBLUCE,226,Any age group,No search keywords,non_power_reading,0.0,0,406,0
212014,Hooper Computer Glasses,Blue,Any occasion,5-8 yrs,122 mm,LK D16257,2000,2000,HOOPEREYE,236,5-8 yrs,No search keywords,non_power_reading,0.0,0,22,0
215462,Vincent Chase Polarized,Yellow,Any occasion,Medium,136 mm,VC S16663,2000,2000,VCSUN,632,Any age group,No search keywords,sunglasses,0.0,0,391,0
216374,Alcon,No color available,,No size,,Alcon Monthly Clear Lens,1599,1359,,0,,Air Optix plus HydraGlyde - (3 Lens/Box),contact_lens,0.0,0,101718,346
115237,John Jacobs Online,Brown,Any occasion,Extra Wide,144 mm,JJ E10094,3500,3500,JJBOGO,26,Any age group,Brown Tortoise Full Rim Rectangle Eyeglasses,eyeframe,3.65,3,753,574
138247,John Jacobs,Gold,Any occasion,Extra Wide,142 mm,JJ S13082,3500,3500,JJSUN,7,Any age group,Golden Transparent Wayfarer Full Rim Sunglasses,sunglasses,4.85,7,2003,1306
140638,John Jacobs,Brown,Any occasion,Narrow,133 mm,JJ E13315,3500,3500,JJBOGO,692,Any age group,Brown Transparent Full Rim Round Eyeglasses,eyeframe,3.4,5,1265,812
140777,John Jacobs Computer Glasses,Brown,Any occasion,Medium,137 mm,JJ E10006,4000,4000,JJCE,9,Any age group,No search keywords,eyeframe,4.35,40,112,492
141857,John Jacobs Computer Glasses,Black,Any occasion,Narrow,132 mm,JJ E11680,4000,4000,JJCE,1957,Any age group,No search keywords,eyeframe,4.5,156,724,4900
142615,Hooper Computer Glasses,Black,Any occasion,5-8 yrs,122 mm,LKJ E10001CE,1500,1500,KIDSCE,15,5-8 yrs,Matte Black Full Rim Round Eyeglasses,non_power_reading,4.7,21,1083,2101
144165,Lenskart Air LA,Green,Any occasion,Medium,135 mm,LA E13550AF,1700,1700,VCEYE,42,Any age group,No search keywords,eyeframe,5.0,1,617,8
145393,Clalen Iris,No color available,Any occasion,No size,,Clalen Iris Suzy Gray Zero Power Daily,900,399,,49989,Any age group,Clalen Iris Suzy Gray Dailies Premium Color 10 Lenses box Plano,contact_lens,0.0,0,55,22
145675,Hooper online,Pink,Any occasion,8-12 yrs,125 mm,LKJ E10067,1000,1000,LKJEYE,123,8-12 yrs,Pink Transparent Full Rim Oval Eyeglasses,eyeframe,4.3,3,1837,537
145687,Hooper Computer Glasses,Pink,Any occasion,8-12 yrs,125 mm,LKJ E10067CE,1500,1500,KIDSCE,57,8-12 yrs,Pink Transparent Full Rim Oval Eyeglasses,non_power_reading,5.0,4,926,941
147240,John Jacobs,Gold,Vacation,Wide,138 mm,JJ S13866,3500,3500,JJSUN,10,Any age group,Gold Cat Eye Full Rim Sunglasses,sunglasses,0.0,0,1709,426
147382,John Jacobs Computer Glasses,Silver,Working,Medium,134 mm,JJ E12700,4000,4000,JJCE,101,Any age group,No search keywords,eyeframe,0.0,0,450,1186
147457,John Jacobs,Silver,Any occasion,Narrow,132 mm,JJ E13912,5000,5000,JJEYE,57,Any age group,Silver Full Rim Round Eyeglasses,eyeframe,5.0,2,1639,104
147576,John Jacobs,Purple,Any occasion,Wide,140 mm,JJ E13929,5000,5000,JJBOGO,216,Any age group,Purple Transparent Full Rim Square Eyeglasses,eyeframe,0.0,0,250,172
147662,John Jacobs,Silver,Vacation,Wide,138 mm,JJ S12503,3500,3500,JJSUN,1,,Silver Square Full Rim Sunglasses,sunglasses,4.65,16,3987,212
148406,John Jacobs Online,Gold,,Narrow,133 mm,JJ S12472 S,5000,5000,JJSUN,7,,Gold Hexagonal Full Rim Sunglasses,sunglasses,0.0,0,1817,1077
149889,Hooper online,Black,Any occasion,5-8 yrs,124 mm,HP E10008,1000,1000,HOOPEREYE,10,5-8 yrs,Black Full Rim Rectangle Eyeglasses,eyeframe,0.0,0,891,55
150033,Hooper online,Green,Any occasion,5-8 yrs,120 mm,HP E10017,1000,1000,HOOPEREYE,101,5-8 yrs,Green Transparent Full Rim Cat Eye Eyeglasses,eyeframe,4.65,12,1854,115
150655,John Jacobs,Grey,Any occasion,Narrow,133 mm,JJ E14370,3500,3500,JJBOGO,869,Any age group,Grey Yellow Full Rim Round Eyeglasses,eyeframe,4.3,3,669,44
150779,OJOS,Tortoise,Any occasion,Medium,137 mm,OJ E14384,1700,1700,No offer,214,Any age group,Brown Tortoise Full Rim Rectangle Eyeglasses,eyeframe,0.0,0,109,0
150948,John Jacobs,Gold,Any occasion,Wide,141 mm,JJ E14432,3500,3500,JJBOGO,654,Any age group,Golden Full Rim Cat Eye Eyeglasses,eyeframe,0.0,0,657,0
150952,John Jacobs,Silver,Any occasion,Medium,137 mm,JJ E14433,3500,3500,JJBOGO,669,,Silver Brown Full Rim Cat Eye Eyeglasses,eyeframe,0.0,0,300,0
151488,OJOS,Purple,Any occasion,Medium,135 mm,OJ E14439,2000,2000,VCEYE,80,Any age group,Purple Half Rim Geometric Eyeglasses,eyeframe,4.65,3,216,0
151922,OJOS,Green,Any occasion,Medium,136 mm,OJ E14360,1700,1700,No offer,68,Any age group,Green Transparent Full Rim Round Eyeglasses,eyeframe,0.0,0,275,0
152171,John Jacobs,Green,Any occasion,Wide,139 mm,JJ E14649,5000,5000,JJBOGO,151,Any age group,Green Full Rim Square Eyeglasses,eyeframe,0.0,0,148,0
152187,John Jacobs,Gold,Party,Extra Wide,142 mm,JJ S14653,3500,3500,JJSUN,4,,Gold Round Full Rim Sunglasses,sunglasses,5.0,1,1254,0
152398,Hooper Computer Glasses,Blue,Any occasion,2-5 yrs,119 mm,HP D1007M,1500,1500,HOOPERKIDSCE,1,2-5 yrs,Blue Full Rim Cat Eye Eyeglasses,non_power_reading,4.0,1,1644,0
152446,Hooper Computer Glasses,Blue,Any occasion,8-12 yrs,132 mm,HP D10092L,1500,1500,HOOPERKIDSCE,8,8-12 yrs,Blue Full Rim Round Eyeglasses,non_power_reading,5.0,1,607,0
152677,John Jacobs,Green,Any occasion,Wide,138 mm,JJ E14690,3500,3500,JJEYE,417,Any age group,Green Full Rim Square Eyeglasses,eyeframe,5.0,6,616,0
152687,John Jacobs,Gold,Any occasion,Wide,140 mm,JJ E14693,3500,3500,JJEYE,366,Any age group,Gold Full Rim Square Eyeglasses,eyeframe,5.0,2,1319,0
152939,John Jacobs,Pink,Any occasion,Extra Narrow,127 mm,JJ E14727,3500,3500,JJEYE,1127,Any age group,Pink Transparent Full Rim Wayfarer Eyeglasses,eyeframe,0.0,0,108,0
152966,John Jacobs,Black,Any occasion,Extra Wide,145 mm,JJ E14735,3500,3500,JJEYE,632,Any age group,Black Pink Full Rim Round Eyeglasses,eyeframe,5.0,1,345,0
201664,John Jacobs,Gold,Any occasion,Wide,141 mm,JJ E14993,3500,3500,JJEYE,75,,Gold Brown Tortoise Full Rim Cat Eye Eyeglasses,eyeframe,5.0,1,651,0
201678,John Jacobs,Brown,Party,Extra Wide,152 mm,JJ S14983,3500,3500,JJSUN,7,Any age group,Brown Round Full Rim Sunglasses,sunglasses,4.0,2,873,0
201683,John Jacobs,Tortoise,Party,Extra Wide,144 mm,JJ S14984,3500,3500,JJSUN,28,,Maroon Tortoise Cat Eye Full Rim Sunglasses,sunglasses,0.0,0,373,0
201748,OJOS,Gunmetal,Any occasion,Medium,136 mm,OJ E14897,1700,1700,VCEYE,99,Any age group,Gunmetal Full Rim Square Eyeglasses,eyeframe,4.65,3,484,0
204152,Vincent Chase,Gunmetal Blue,Any occasion,Wide,139 mm,VC E15057AF,1700,1700,VCEYE,26,,No search keywords,eyeframe,0.0,0,182,0
205630,OJOS,Black,Any occasion,Extra Wide,142 mm,OJ S15225,2000,2000,VCSUN,21,Any age group,Black Rectangle Full Rim Sunglasses,sunglasses,0.0,0,318,0
208423,LENSKART BLU READERS,Orange,Any occasion,Medium,139 mm,LR E15615,1000,1000,LKBLUCE,6,Any age group,Peach Full Rim Wayfarer Eyeglasses,non_power_reading,3.1,19,94,0
209264,OJOS,Black,Any occasion,Extra Wide,146 mm,OJ S15733,2000,2000,VCSUN,12,Any age group,Black Rectangle Full Rim Sunglasses,sunglasses,0.0,0,192,0
209838,Lenskart Boost,Transparent,Sports,Wide,144 mm,LKB S15359,2000,2000,VCSUN,205,,Transparent Sports Full Rim Sunglasses,sunglasses,0.0,0,109,0
